,Title,GPU,RAM,Processor,Monitor,System,Prices
0,Acer Aspire 1 (UN.EFMSI.298),Brak,4 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1199.0
1,Acer Aspire 3 (A315-56-594WDX),Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3261.38
2,Acer Aspire 3 (NX.A0TAA.005),Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3771.13
3,Acer Aspire 3 (NX.HT8EP.002),Brak,4 GB,Intel Core i3-1005G1,"15.6""",Windows 10 Home,2099.0
4,Acer Aspire 3 (NX.HT8EP.002) 12 GB RAM,Brak,12 GB,Intel Core i3-1005G1,"15.6""",Windows 10 Home,2545.77
5,Acer Aspire 3 (NX.HT8EP.002) 12 GB RAM,Brak,12 GB,Intel Core i3-1005G1,"15.6""",Windows 10 Home,2363.66
6,Acer Aspire 3 (NX.HT8EP.002) 4 GB RAM,Brak,4 GB,Intel Core i3-1005G1,"15.6""",Windows 10 Home,2372.27
7,Acer Aspire 3 (NX.HT8EP.002) 8 GB RAM,Brak,8 GB,Intel Core i3-1005G1,"15.6""",Windows 10 Home,2488.89
8,Acer Aspire 3 (NX.HT8EP.002) 8 GB RAM,Brak,8 GB,Intel Core i3-1005G1,"15.6""",Windows 10 Home,2306.78
9,Acer Aspire 3 (NX.HXDEP.001),Brak,4 GB,Intel Celeron N4020,"15.6""",Windows 10 Home,1599.99
10,Acer Aspire 3 (NX.HXDEP.001) 12 GB RAM,Brak,12 GB,Intel Celeron N4020,"15.6""",Windows 10 Home,1633.74
11,Acer Aspire 3 (NX.HXDEP.001) 12 GB RAM,Brak,12 GB,Intel Celeron N4020,"15.6""",Windows 10 Home,1857.85
12,Acer Aspire 3 (NX.HXDEP.001) 12 GB RAM,Brak,12 GB,Intel Celeron N4020,"15.6""",Windows 10 Home,1811.46
13,Acer Aspire 3 (NX.HXDEP.001) 4 GB RAM,Brak,4 GB,Intel Celeron N4020,"15.6""",Windows 10 Home,1684.35
14,Acer Aspire 3 (NX.HXDEP.001) 4 GB RAM,Brak,4 GB,Intel Celeron N4020,"15.6""",Windows 10 Home,1637.96
15,Acer Aspire 3 (NX.HXDEP.001) 8 GB RAM,Brak,8 GB,Intel Celeron N4020,"15.6""",Windows 10 Home,1800.97
16,Acer Aspire 3 (NX.HXDEP.001) 8 GB RAM,Brak,8 GB,Intel Celeron N4020,"15.6""",Windows 10 Home,1576.86
17,Acer Aspire 3 (NX.HXDEP.001) 8 GB RAM,Brak,8 GB,Intel Celeron N4020,"15.6""",Windows 10 Home,1754.58
18,Acer Aspire 3 A315-23-R4NP,Brak,8 GB,AMD Athlon Silver 3050e,"15.6""",Windows 10 Home,2343.83
19,Acer Aspire 3 A315-42 (NX.HF9EP.00B),Brak,8 GB,AMD Ryzen 7 3700U,"15.6""",Brak,2620.99
20,Acer Aspire 3 A315-56 (NX.A0TAA.005),Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3159.43
21,Acer Aspire 3 A315-56 (NX.A0TAA.005),Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3390.8
22,Acer Aspire 3 A315-56 (NX.A0TAA.005),Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2884.59
23,Acer Aspire 3 A315-56 (NX.A0TAA.005),Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3210.41
24,Acer Aspire 3 A315-56 (NX.HS5EP.008),Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2499.0
25,Acer Aspire 3 A315-56 (NX.HS6EP.00A),Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2599.0
26,Acer Aspire 3 A315-56 (NX.HS7EP.005),Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2923.27
27,Acer Aspire 3 A315-56 (NX.HS7EP.00B),Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2499.0
28,Acer Aspire 3 A315-56 (NX.HTAEP.001),Brak,4 GB,Intel Core i3-1005G1,"15.6""",Windows 10 S,2259.38
29,Acer Aspire 3 A315-56 (NX.HTAEP.001) 12 GB RAM,Brak,12 GB,Intel Core i3-1005G1,"15.6""",Windows 10 S,2363.66
30,Acer Aspire 3 A315-56 (NX.HTAEP.001) 12 GB RAM,Brak,12 GB,Intel Core i3-1005G1,"15.6""",Windows 10 S,2545.77
31,Acer Aspire 3 A315-56 (NX.HTAEP.001) 4 GB RAM,Brak,4 GB,Intel Core i3-1005G1,"15.6""",Windows 10 S,2372.27
32,Acer Aspire 3 A315-56 (NX.HTAEP.001) 8 GB RAM,Brak,8 GB,Intel Core i3-1005G1,"15.6""",Windows 10 S,2306.78
33,Acer Aspire 3 A315-56 (NX.HTAEP.001) 8 GB RAM,Brak,8 GB,Intel Core i3-1005G1,"15.6""",Windows 10 S,2488.89
34,Acer Aspire 3 A315-56-594W (NX.A0TAA.005),Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2699.0
35,Acer Aspire 3 A315-56-594WDX (NX.A0TAA.005),Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3050.8
36,Acer Aspire 3 A315-57G (NX.HZREH.002),NVIDIA GeForce MX330,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3255.0
37,Acer Aspire 3 A315-57G (NX.HZREH.00D),NVIDIA GeForce MX330,8 GB,Intel Core i3-1005G1,"15.6""",Windows 10 Home,2799.0
38,Acer Aspire 3 A315-58 (NX.ADDEP.002),Brak,16 GB,Intel Core i7-1165G7,"15.6""",Windows 10 Home,3599.0
39,Acer Aspire 3 A317-32 (NX.HF2EH.015),Brak,4 GB,Intel Celeron N4120,"17.3""",Windows 10 Home,1990.94
40,Acer Aspire 5 A514-53-54KN (NX.A69EL.002),Brak,8 GB,Intel Core i5-1035G1,"14""",Windows 10 Home,2967.91
41,Acer Aspire 5 A514-53-57AB (NX.A69EL.001),Brak,8 GB,Intel Core i5-1035G1,"14""",Windows 10 Home,3100.58
42,Acer Aspire 5 A515-43 (NX.HG8AA.001),Brak,4 GB,AMD Ryzen 3 3200U,"15.6""",Windows 10 Home,2447.22
43,Acer Aspire 5 A515-44 (NX.HW4EP.005),Brak,8 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,2699.0
44,Acer Aspire 5 A515-56 (NX.A18EP.005),Brak,8 GB,Intel Core i5-1135G7,"15.6""",Windows 10 Home,3069.99
45,Acer Aspire 5 A515b,Brak,4 GB,AMD Ryzen 3 3200U,"15.6""",Windows 10 Home,2349.0
46,Acer Aspire 7 NH.Q87EP.00E,NVIDIA GeForce GTX 1650,16 GB,Intel Core i5-9300H,"15.6""",Brak,3558.24
47,Acer ConceptD (NX.C59EP.001),NVIDIA Quadro RTX 3000 Laptop GPU,32 GB,Intel Core i7-9750H,"15.6""",Windows 10 Pro,10291.8
48,Acer ConceptD 3 Ezel CC314-72 (NX.C5GEP.002),Brak,16 GB,Intel Core i7-10750H,"14""",Windows 10 Pro,5899.0
49,Acer ConceptD 7 CN715-71 (NX.C4KEP.003),NVIDIA GeForce RTX 2080 Max-Q,16 GB,Intel Core i7-9750H,"15.6""",Windows 10 Pro,8999.0
50,Acer ConceptD 7 CN715-72G (NX.C61EP.002),NVIDIA GeForce RTX 2080 Super Max-Q,16 GB,Intel Core i7-10875H,"15.6""",Windows 10 Pro,9999.0
51,Acer ConceptD 7 Ezel CC715-71 (NX.C5EEP.001),NVIDIA GeForce RTX 2060,16 GB,Intel Core i7-10875H,"15.6""",Windows 10 Pro,9999.0
52,Acer Enduro N3 314-51W (NR.R0PEG.001),Brak,8 GB,Intel Core i5-10210U,"14""",Windows 10 Pro,4620.99
53,Acer Extensa 15 (NX.EG8EP.00B),Brak,8 GB,Intel Core i3-1005G1,"15.6""",Windows 10 Home,2489.0
54,Acer Extensa 15 (NX.EG9EP.00L),Brak,4 GB,AMD Ryzen 3 3250U,"15.6""",Brak,1972.4
55,Acer Extensa 15 EX215-22 (NX.EG9EP.006),Brak,4 GB,AMD 3020e,"15.6""",Windows 10 Pro,1922.8
56,Acer Extensa 15 EX215-22 (NX.EG9EP.007),Brak,4 GB,AMD Ryzen 3 3250U,"15.6""",Windows 10 Pro,2144.04
57,Acer Extensa 15 EX215-31 (NX.EFTEP.00K),Brak,8 GB,Intel Celeron N4020,"15.6""",Brak,1509.41
58,Acer Extensa 15 EX215-52 (NX.EG8EP.00D),Brak,4 GB,Intel Core i3-1005G1,"15.6""",Brak,2068.6
59,Acer Extensa EX215-32 (NX.EG8EP.008),Brak,8 GB,Intel Core i3-1005G1,"15.6""",Brak,2290.19
60,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,12 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1399.0
61,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,8 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1399.0
62,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,12 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1499.0
63,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,16 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1649.0
64,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,12 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1999.0
65,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,4 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1299.0
66,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,16 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1549.0
67,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,8 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1549.0
68,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,4 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1499.0
69,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,8 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1299.0
70,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,8 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1849.0
71,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,16 GB,Intel Pentium 4415U,"14""",Windows 10 Home,2099.0
72,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,12 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1699.0
73,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,16 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1799.0
74,Acer Laptop Aspire 1 (UN.EFMSI.298) ,Brak,4 GB,Intel Pentium 4415U,"14""",Windows 10 Home,1799.0
75,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3849.0
76,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3149.0
77,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4499.0
78,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4199.0
79,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4199.0
80,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4199.0
81,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3949.0
82,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3799.0
83,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4199.0
84,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3799.0
85,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3649.0
86,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4249.0
87,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4549.0
88,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4549.0
89,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4249.0
90,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,5049.0
91,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3699.0
92,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4049.0
93,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3849.0
94,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4499.0
95,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3599.0
96,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3299.0
97,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3599.0
98,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3299.0
99,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3599.0
100,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3949.0
101,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3299.0
102,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3299.0
103,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3299.0
104,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4199.0
105,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4749.0
106,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3699.0
107,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3999.0
108,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3799.0
109,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3599.0
110,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3649.0
111,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3299.0
112,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3399.0
113,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4099.0
114,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3499.0
115,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3499.0
116,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3499.0
117,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3899.0
118,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3499.0
119,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3049.0
120,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4149.0
121,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3899.0
122,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3399.0
123,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3399.0
124,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3399.0
125,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3899.0
126,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2999.0
127,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4399.0
128,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3899.0
129,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2999.0
130,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4899.0
131,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4149.0
132,Acer Laptop Aspire 3 A315-56 (NX.A0TAA.005) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,4399.0
133,Acer Laptop Aspire 3 A315-56 (NX.HS5EP.008) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2549.0
134,Acer Laptop Aspire 3 A315-56 (NX.HS5EP.008) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2799.0
135,Acer Laptop Aspire 3 A315-56 (NX.HS5EP.008) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2649.0
136,Acer Laptop Aspire 3 A315-56 (NX.HS5EP.008) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3399.0
137,Acer Laptop Aspire 3 A315-56 (NX.HS5EP.008) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3299.0
138,Acer Laptop Aspire 3 A315-56 (NX.HS5EP.008) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3699.0
139,Acer Laptop Aspire 3 A315-56 (NX.HS5EP.008) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3549.0
140,Acer Laptop Aspire 3 A315-56 (NX.HS5EP.008) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3149.0
141,Acer Laptop Aspire 3 A315-56 (NX.HS5EP.008) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2849.0
142,Acer Laptop Aspire 3 A315-56 (NX.HS5EP.008) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2799.0
143,Acer Laptop Aspire 3 A315-56 (NX.HS5EP.008) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2999.0
144,Acer Laptop Aspire 3 A315-56 (NX.HS6EP.00A) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2749.0
145,Acer Laptop Aspire 3 A315-56 (NX.HS6EP.00A) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3799.0
146,Acer Laptop Aspire 3 A315-56 (NX.HS6EP.00A) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2899.0
147,Acer Laptop Aspire 3 A315-56 (NX.HS6EP.00A) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3499.0
148,Acer Laptop Aspire 3 A315-56 (NX.HS6EP.00A) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3399.0
149,Acer Laptop Aspire 3 A315-56 (NX.HS6EP.00A) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3649.0
150,Acer Laptop Aspire 3 A315-56 (NX.HS6EP.00A) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2899.0
151,Acer Laptop Aspire 3 A315-56 (NX.HS6EP.00A) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3249.0
152,Acer Laptop Aspire 3 A315-56 (NX.HS6EP.00A) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2949.0
153,Acer Laptop Aspire 3 A315-56 (NX.HS6EP.00A) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3099.0
154,Acer Laptop Aspire 3 A315-56 (NX.HS6EP.00A) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2649.0
155,Acer Laptop Aspire 3 A315-56 (NX.HS7EP.00B) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2799.0
156,Acer Laptop Aspire 3 A315-56 (NX.HS7EP.00B) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3149.0
157,Acer Laptop Aspire 3 A315-56 (NX.HS7EP.00B) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3299.0
158,Acer Laptop Aspire 3 A315-56 (NX.HS7EP.00B) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3399.0
159,Acer Laptop Aspire 3 A315-56 (NX.HS7EP.00B) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2549.0
160,Acer Laptop Aspire 3 A315-56 (NX.HS7EP.00B) ,Brak,8 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2999.0
161,Acer Laptop Aspire 3 A315-56 (NX.HS7EP.00B) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2799.0
162,Acer Laptop Aspire 3 A315-56 (NX.HS7EP.00B) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3549.0
163,Acer Laptop Aspire 3 A315-56 (NX.HS7EP.00B) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,3699.0
164,Acer Laptop Aspire 3 A315-56 (NX.HS7EP.00B) ,Brak,12 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2649.0
165,Acer Laptop Aspire 3 A315-56 (NX.HS7EP.00B) ,Brak,20 GB,Intel Core i5-1035G1,"15.6""",Windows 10 Home,2849.0
166,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,16 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3799.0
167,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,12 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3649.0
168,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,12 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3249.0
169,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,24 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3949.0
170,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,16 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3399.0
171,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,16 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3799.0
172,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,12 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,2799.0
173,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,16 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3673.55
174,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,8 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3199.0
175,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,8 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3199.0
176,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,8 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3599.0
177,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,16 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3187.34
178,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,8 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3599.0
179,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,16 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3187.34
180,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,12 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3649.0
181,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,24 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3949.0
182,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,12 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,2799.0
183,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,24 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3149.0
184,Acer Laptop Aspire 5 A515-44 (NX.HW4EP.005) ,Brak,24 GB,AMD Ryzen 5 4500U,"15.6""",Windows 10 Home,3149.0
