,Title,Monitor,Processor,RAM,Dysk,GPU,System,Prices
42,APPLE MacBook Air 13 M1,"13.3"" (2560 x 1600)",Apple M1,8 GB DDR4,512 GB,APPLE M1 (8-rdzeniowe gpu),macOS Big Sur,5849
